userid,credit_card,dupe
6938938,302301xxxxxx2332|10-2021,True
42179176,302301xxxxxx3129|02-2021,True
1903666,302301xxxxxx3129|02-2021,True
75485986,302301xxxxxx8033|12-2022,True
6000260,302301xxxxxx8033|12-2022,True
8310728,308839xxxxxx2284|03-2021,True
6741236,308839xxxxxx2284|03-2021,True
34549998,308839xxxxxx4999|02-2021,True
62408876,308839xxxxxx4999|02-2021,True
31843216,310992xxxxxx0232|11-2018,True
106842330,310992xxxxxx0232|11-2018,True
22779796,310992xxxxxx0911|01-2017,True
25359250,310992xxxxxx0911|01-2017,True
25359250,310992xxxxxx1214|01-2020,True
22779796,310992xxxxxx1214|01-2020,True
88487068,310992xxxxxx1983|01-2020,True
63314882,310992xxxxxx1983|01-2020,True
68549496,310992xxxxxx2442|01-2020,True
66820044,310992xxxxxx2442|01-2020,True
34410560,310992xxxxxx2989|09-2019,True
26869858,310992xxxxxx2989|09-2019,True
17340584,310992xxxxxx8141|03-2019,True
17008242,310992xxxxxx8141|03-2019,True
9623360,310992xxxxxx9829|10-2017,True
57950876,310992xxxxxx9829|10-2017,True
32420298,310992xxxxxx9942|08-2020,True
2501574,310992xxxxxx9942|08-2020,True
8382910,310992xxxxxx9999|09-2017,True
8175136,310992xxxxxx9999|09-2017,True
18186048,310993xxxxxx3123|06-2018,True
943628,310993xxxxxx3123|06-2018,True
452792,310993xxxxxx3134|03-2019,True
772218,310993xxxxxx3134|03-2019,True
94410134,310993xxxxxx3312|04-2020,True
33953074,310993xxxxxx3312|04-2020,True
13764800,310993xxxxxx3894|08-2017,True
17516874,310993xxxxxx3894|08-2017,True
13319232,310993xxxxxx8288|09-2018,True
12720014,310993xxxxxx8288|09-2018,True
87255304,312319xxxxxx3321|10-2018,True
25401452,312319xxxxxx3321|10-2018,True
73424598,312319xxxxxx3991|10-2021,True
42072760,312319xxxxxx3991|10-2021,True
3234636,312319xxxxxx8991|03-2022,True
36597856,312319xxxxxx8991|03-2022,True
20739260,312319xxxxxx9983|09-2021,True
34996364,312319xxxxxx9983|09-2021,True
43797968,319982xxxxxx0193|10-2017,True
4427368,319982xxxxxx0193|10-2017,True
79744576,319982xxxxxx0232|11-2022,True
91368638,319982xxxxxx0232|11-2022,True
2559240,319982xxxxxx2293|11-2017,True
3133492,319982xxxxxx2293|11-2017,True
62408876,319982xxxxxx3293|12-2017,True
34549998,319982xxxxxx3293|12-2017,True
21122644,319982xxxxxx3321|11-2018,True
31682778,319982xxxxxx3321|11-2018,True
3984224,319982xxxxxx3903|05-2018,True
5114858,319982xxxxxx3903|05-2018,True
44438644,319982xxxxxx4923|12-2017,True
33815868,319982xxxxxx4923|12-2017,True
58683418,320192xxxxxx2392|06-2022,True
76272498,320192xxxxxx2392|06-2022,True
13366128,320803xxxxxx0234|09-2018,True
95311108,320803xxxxxx0234|09-2018,True
26413230,320803xxxxxx0329|11-2021,True
27670398,320803xxxxxx0329|11-2021,True
31234966,320803xxxxxx0848|04-2020,True
46958908,320803xxxxxx0848|04-2020,True
1707700,320803xxxxxx1143|11-2022,True
58360554,320803xxxxxx1143|11-2022,True
75297748,320803xxxxxx1831|07-2018,True
28013926,320803xxxxxx1831|07-2018,True
95083862,320803xxxxxx2013|11-2022,True
27145306,320803xxxxxx2013|11-2022,True
12741096,320803xxxxxx2222|04-2020,True
75873828,320803xxxxxx2222|04-2020,True
30832018,320803xxxxxx2292|06-2021,True
63365242,320803xxxxxx2292|06-2021,True
7573082,320803xxxxxx2323|04-2021,True
16696550,320803xxxxxx2323|04-2021,True
16949960,320803xxxxxx3032|03-2021,True
12946498,320803xxxxxx3032|03-2021,True
35627880,320803xxxxxx3233|04-2020,True
22522324,320803xxxxxx3233|04-2020,True
22011154,320803xxxxxx3323|04-2020,True
9869770,320803xxxxxx3323|04-2020,True
58683418,320803xxxxxx3441|08-2020,True
76272498,320803xxxxxx3441|08-2020,True
6336800,320803xxxxxx4219|06-2019,True
87169028,320803xxxxxx4219|06-2019,True
11878292,320803xxxxxx4393|03-2019,True
54632358,320803xxxxxx4393|03-2019,True
32273474,320803xxxxxx8802|10-2021,True
62230282,320803xxxxxx8802|10-2021,True
47450044,320803xxxxxx8889|10-2018,True
826366,320803xxxxxx8889|10-2018,True
14959004,320803xxxxxx9230|10-2022,True
5604542,320803xxxxxx9230|10-2022,True
37555124,320803xxxxxx9329|05-2020,True
13863832,320803xxxxxx9329|05-2020,True
61631718,320803xxxxxx9332|04-2020,True
2050076,320803xxxxxx9332|04-2020,True
14656240,320803xxxxxx9349|09-2018,True
32626216,320803xxxxxx9349|09-2018,True
3235522,320808xxxxxx0102|11-2018,True
27519012,320808xxxxxx0102|11-2018,True
35253378,320808xxxxxx0399|01-2018,True
69628034,320808xxxxxx0399|01-2018,True
6810666,320808xxxxxx0893|04-2020,True
9065592,320808xxxxxx0893|04-2020,True
18976170,320808xxxxxx1291|04-2020,True
22821258,320808xxxxxx1291|04-2020,True
20573316,320808xxxxxx2012|10-2022,True
23811650,320808xxxxxx2012|10-2022,True
65111962,320808xxxxxx2084|04-2018,True
40795512,320808xxxxxx2084|04-2018,True
2518538,320808xxxxxx2132|04-2020,True
6051178,320808xxxxxx2132|04-2020,True
6959046,320808xxxxxx2191|04-2020,True
8797620,320808xxxxxx2191|04-2020,True
30694682,320808xxxxxx2223|07-2019,True
42841336,320808xxxxxx2223|07-2019,True
76222386,320808xxxxxx2232|04-2020,True
91131246,320808xxxxxx2232|04-2020,True
86171078,320808xxxxxx2249|01-2019,True
87155716,320808xxxxxx2249|01-2019,True
1560538,320808xxxxxx2893|04-2020,True
11035336,320808xxxxxx2893|04-2020,True
103220,320808xxxxxx3292|04-2020,True
37820020,320808xxxxxx3292|04-2020,True
11622256,320808xxxxxx3303|04-2020,True
16819914,320808xxxxxx3303|04-2020,True
14081374,320808xxxxxx3399|04-2020,True
10631900,320808xxxxxx3399|04-2020,True
67388198,320808xxxxxx3492|04-2020,True
9890206,320808xxxxxx3492|04-2020,True
45255240,320808xxxxxx3839|02-2023,True
45581282,320808xxxxxx3839|02-2023,True
35695140,320808xxxxxx3918|11-2017,True
27999232,320808xxxxxx3918|11-2017,True
35695140,320808xxxxxx3918|11-2022,True
27999232,320808xxxxxx3918|11-2022,True
35236012,320808xxxxxx3920|04-2020,True
12523540,320808xxxxxx3920|04-2020,True
33152428,320808xxxxxx3923|07-2020,True
8802740,320808xxxxxx3923|07-2020,True
88560458,320808xxxxxx3929|04-2021,True
61022058,320808xxxxxx3929|04-2021,True
3365238,320808xxxxxx3932|04-2020,True
27837848,320808xxxxxx3932|04-2020,True
44366716,320808xxxxxx3939|04-2020,True
35776712,320808xxxxxx3939|04-2020,True
2245924,320808xxxxxx3981|09-2019,True
1542216,320808xxxxxx3981|09-2019,True
14412240,320808xxxxxx4149|04-2020,True
15687290,320808xxxxxx4149|04-2020,True
33012084,320808xxxxxx4332|04-2020,True
89363374,320808xxxxxx4332|04-2020,True
5632228,320808xxxxxx4398|02-2019,True
17712746,320808xxxxxx4398|02-2019,True
1773036,320808xxxxxx4993|10-2021,True
9296530,320808xxxxxx4993|10-2021,True
23473734,320808xxxxxx8192|04-2020,True
28147220,320808xxxxxx8192|04-2020,True
27837848,320808xxxxxx9228|04-2020,True
32954426,320808xxxxxx9228|04-2020,True
2064188,320808xxxxxx9820|04-2020,True
55611366,320808xxxxxx9820|04-2020,True
9044304,320808xxxxxx9920|04-2020,True
18580926,320808xxxxxx9920|04-2020,True
7975374,322421xxxxxx0321|05-2019,True
24099760,322421xxxxxx0321|05-2019,True
27009036,322421xxxxxx0430|01-2023,True
49153146,322421xxxxxx0430|01-2023,True
50161592,322421xxxxxx0903|11-2018,True
6028840,322421xxxxxx0903|11-2018,True
34860696,322421xxxxxx1213|08-2019,True
35834236,322421xxxxxx1213|08-2019,True
270402,322421xxxxxx1323|06-2021,True
61525316,322421xxxxxx1323|06-2021,True
55921002,322421xxxxxx2039|01-2022,True
24298004,322421xxxxxx2039|01-2022,True
27390502,322421xxxxxx2104|04-2020,True
95834128,322421xxxxxx2104|04-2020,True
17476556,322421xxxxxx2121|01-2023,True
22781404,322421xxxxxx2121|01-2023,True
16184204,322421xxxxxx2218|05-2022,True
68503236,322421xxxxxx2218|05-2022,True
18922518,322421xxxxxx2399|11-2022,True
39496476,322421xxxxxx2399|11-2022,True
52056500,322421xxxxxx2823|11-2018,True
14517246,322421xxxxxx2823|11-2018,True
41828362,322421xxxxxx2910|05-2018,True
10538084,322421xxxxxx2910|05-2018,True
27104036,322421xxxxxx2930|06-2022,True
27018296,322421xxxxxx2930|06-2022,True
19789784,322421xxxxxx3184|02-2019,True
9523438,322421xxxxxx3184|02-2019,True
8009634,322421xxxxxx3229|10-2021,True
44956126,322421xxxxxx3229|10-2021,True
35312002,322421xxxxxx3243|02-2020,True
45198470,322421xxxxxx3243|02-2020,True
33953074,322421xxxxxx3318|04-2019,True
94410134,322421xxxxxx3318|04-2019,True
63246798,322421xxxxxx3401|01-2019,True
51120566,322421xxxxxx3401|01-2019,True
14281934,322421xxxxxx3499|03-2019,True
26924842,322421xxxxxx3499|03-2019,True
22942966,322421xxxxxx3899|10-2017,True
21577462,322421xxxxxx3899|10-2017,True
111452986,322421xxxxxx3902|04-2020,True
55653954,322421xxxxxx3902|04-2020,True
7530056,322421xxxxxx3991|10-2017,True
12175556,322421xxxxxx3991|10-2017,True
40661438,322421xxxxxx4130|01-2019,True
8835256,322421xxxxxx4130|01-2019,True
26146690,322421xxxxxx4208|10-2020,True
27533340,322421xxxxxx4208|10-2020,True
6008538,322421xxxxxx4300|08-2019,True
96143574,322421xxxxxx4300|08-2019,True
847146,322421xxxxxx4433|06-2020,True
15471554,322421xxxxxx4433|06-2020,True
85989414,322421xxxxxx4944|02-2020,True
17964226,322421xxxxxx4944|02-2020,True
47755940,322421xxxxxx8290|04-2022,True
19204168,322421xxxxxx8290|04-2022,True
90993148,322421xxxxxx8801|11-2022,True
83725962,322421xxxxxx8801|11-2022,True
24763696,322421xxxxxx8993|09-2019,True
10588854,322421xxxxxx8993|09-2019,True
33152428,322421xxxxxx9202|04-2020,True
8802740,322421xxxxxx9202|04-2020,True
46868686,322421xxxxxx9208|05-2021,True
5991932,322421xxxxxx9208|05-2021,True
7530056,322421xxxxxx9224|08-2022,True
12175556,322421xxxxxx9224|08-2022,True
34549998,322421xxxxxx9324|03-2021,True
62408876,322421xxxxxx9324|03-2021,True
47827910,322421xxxxxx9339|10-2018,True
42858676,322421xxxxxx9339|10-2018,True
9065592,322421xxxxxx9931|02-2019,True
6810666,322421xxxxxx9931|02-2019,True
101550322,322421xxxxxx9939|12-2022,True
19357000,322421xxxxxx9939|12-2022,True
45591304,322421xxxxxx9984|03-2021,True
50721982,322421xxxxxx9984|03-2021,True
31146992,322421xxxxxx9990|06-2019,True
3514638,322421xxxxxx9990|06-2019,True
12744864,322421xxxxxx9990|06-2019,True
1719552,322429xxxxxx0042|07-2019,True
35347970,322429xxxxxx0042|07-2019,True
16041952,322429xxxxxx0328|10-2020,True
11598026,322429xxxxxx0328|10-2020,True
44746150,322429xxxxxx0899|12-2020,True
42546356,322429xxxxxx0899|12-2020,True
35752704,322429xxxxxx1094|04-2019,True
643248,322429xxxxxx1094|04-2019,True
14008766,322429xxxxxx1222|09-2019,True
16679324,322429xxxxxx1222|09-2019,True
15559708,322429xxxxxx1222|09-2019,True
18166654,322429xxxxxx1328|04-2020,True
2539974,322429xxxxxx1328|04-2020,True
78143244,322429xxxxxx2014|12-2021,True
1594580,322429xxxxxx2014|12-2021,True
37886204,322429xxxxxx2129|09-2019,True
26989434,322429xxxxxx2129|09-2019,True
1104070,322429xxxxxx2139|06-2019,True
27591032,322429xxxxxx2139|06-2019,True
36943118,322429xxxxxx2233|05-2020,True
13198130,322429xxxxxx2233|05-2020,True
99098308,322429xxxxxx2233|05-2020,True
12774944,322429xxxxxx2322|10-2020,True
7598116,322429xxxxxx2322|10-2020,True
61783678,322429xxxxxx2334|07-2021,True
19136664,322429xxxxxx2334|07-2021,True
18709686,322429xxxxxx2339|03-2021,True
74286884,322429xxxxxx2339|03-2021,True
42179968,322429xxxxxx2341|09-2020,True
28366038,322429xxxxxx2341|09-2020,True
27266860,322429xxxxxx2929|07-2021,True
6290622,322429xxxxxx2929|07-2021,True
27775386,322429xxxxxx2943|11-2019,True
57732756,322429xxxxxx2943|11-2019,True
11692404,322429xxxxxx2981|03-2019,True
13968684,322429xxxxxx2981|03-2019,True
5632228,322429xxxxxx3122|11-2016,True
19351716,322429xxxxxx3122|11-2016,True
5632228,322429xxxxxx3122|11-2021,True
19351716,322429xxxxxx3122|11-2021,True
2745412,322429xxxxxx3219|12-2020,True
28243664,322429xxxxxx3219|12-2020,True
37586696,322429xxxxxx3222|02-2021,True
32425724,322429xxxxxx3222|02-2021,True
59857168,322429xxxxxx3233|09-2017,True
7940722,322429xxxxxx3233|09-2017,True
93150596,322429xxxxxx3233|12-2020,True
49987868,322429xxxxxx3233|12-2020,True
24134912,322429xxxxxx4322|01-2018,True
3188706,322429xxxxxx4322|01-2018,True
1074784,322429xxxxxx8184|09-2020,True
9963226,322429xxxxxx8184|09-2020,True
21861086,322429xxxxxx8198|10-2021,True
27319948,322429xxxxxx8198|10-2021,True
76005078,322429xxxxxx8292|04-2021,True
40172046,322429xxxxxx8292|04-2021,True
83635498,322429xxxxxx8298|11-2018,True
30507458,322429xxxxxx8298|11-2018,True
52925638,322429xxxxxx8441|11-2021,True
37631558,322429xxxxxx8441|11-2021,True
14273982,322429xxxxxx8813|09-2021,True
56867698,322429xxxxxx8813|09-2021,True
50586268,322429xxxxxx8929|11-2018,True
61606260,322429xxxxxx8929|11-2018,True
14285468,322429xxxxxx8931|05-2021,True
49808502,322429xxxxxx8931|05-2021,True
5957816,322429xxxxxx9114|08-2019,True
16418978,322429xxxxxx9114|08-2019,True
27882928,322429xxxxxx9122|06-2020,True
13177852,322429xxxxxx9122|06-2020,True
72823696,322429xxxxxx9123|10-2021,True
21497674,322429xxxxxx9123|10-2021,True
49545168,322429xxxxxx9213|05-2021,True
23811418,322429xxxxxx9213|05-2021,True
17004420,322429xxxxxx9224|03-2021,True
94145598,322429xxxxxx9224|03-2021,True
13223348,322429xxxxxx9322|12-2021,True
76517344,322429xxxxxx9322|12-2021,True
6501454,322429xxxxxx9421|08-2020,True
25167768,322429xxxxxx9421|08-2020,True
62461662,322429xxxxxx9438|11-2017,True
6872156,322429xxxxxx9438|11-2017,True
22094918,322429xxxxxx9438|11-2017,True
62461662,322429xxxxxx9438|11-2022,True
22094918,322429xxxxxx9438|11-2022,True
6872156,322429xxxxxx9438|11-2022,True
18167128,322429xxxxxx9489|04-2020,True
15427720,322429xxxxxx9489|04-2020,True
18805096,322429xxxxxx9990|04-2021,True
22737028,322429xxxxxx9990|04-2021,True
97082176,323001xxxxxx0044|02-2018,True
9890206,323001xxxxxx0044|02-2018,True
67388198,323001xxxxxx0044|02-2018,True
9890206,323001xxxxxx0044|02-2022,True
67388198,323001xxxxxx0044|02-2022,True
67388198,323001xxxxxx0248|01-2020,True
97082176,323001xxxxxx0248|01-2020,True
78600854,323001xxxxxx0299|07-2021,True
52327132,323001xxxxxx0299|07-2021,True
49280984,323001xxxxxx1828|07-2020,True
72104274,323001xxxxxx1828|07-2020,True
13848864,323001xxxxxx1883|07-2021,True
96060786,323001xxxxxx1883|07-2021,True
108590228,323001xxxxxx2299|08-2021,True
24346936,323001xxxxxx2299|08-2021,True
8011308,323001xxxxxx2909|02-2021,True
36227462,323001xxxxxx2909|02-2021,True
51879266,323001xxxxxx3120|03-2021,True
55973840,323001xxxxxx3120|03-2021,True
5478032,323001xxxxxx3122|09-2019,True
49579820,323001xxxxxx3122|09-2019,True
570920,323001xxxxxx3211|03-2020,True
73299288,323001xxxxxx3211|03-2020,True
62514090,323001xxxxxx3230|09-2020,True
6760692,323001xxxxxx3230|09-2020,True
53090154,323001xxxxxx3343|09-2017,True
23189076,323001xxxxxx3343|09-2017,True
49766384,323001xxxxxx3929|09-2021,True
57397826,323001xxxxxx3929|09-2021,True
82180792,323001xxxxxx3943|10-2019,True
15752024,323001xxxxxx3943|10-2019,True
99695634,323001xxxxxx3989|06-2020,True
19363992,323001xxxxxx3989|06-2020,True
32713462,323001xxxxxx4223|08-2020,True
21695772,323001xxxxxx4223|08-2020,True
18295200,323001xxxxxx4230|05-2020,True
45311654,323001xxxxxx4230|05-2020,True
16286846,323001xxxxxx4238|02-2019,True
62194796,323001xxxxxx4238|02-2019,True
4950156,323001xxxxxx4323|01-2022,True
102284374,323001xxxxxx4323|01-2022,True
30355258,323001xxxxxx4923|01-2021,True
31867974,323001xxxxxx4923|01-2021,True
54669138,323001xxxxxx8010|04-2020,True
50115062,323001xxxxxx8010|04-2020,True
31568448,323001xxxxxx8130|10-2019,True
21906302,323001xxxxxx8130|10-2019,True
74257976,323001xxxxxx8213|11-2021,True
12511990,323001xxxxxx8213|11-2021,True
1542216,323001xxxxxx8882|09-2019,True
2245924,323001xxxxxx8882|09-2019,True
41889980,323001xxxxxx8902|09-2018,True
5109972,323001xxxxxx8902|09-2018,True
75037692,323001xxxxxx9092|08-2020,True
2855860,323001xxxxxx9092|08-2020,True
38097922,323001xxxxxx9142|08-2020,True
17259924,323001xxxxxx9142|08-2020,True
8689190,323001xxxxxx9241|10-2017,True
1995742,323001xxxxxx9241|10-2017,True
32283772,323001xxxxxx9298|07-2021,True
25581068,323001xxxxxx9298|07-2021,True
37570830,323001xxxxxx9330|10-2017,True
17123052,323001xxxxxx9330|10-2017,True
8803334,323001xxxxxx9330|10-2017,True
7027428,323001xxxxxx9343|09-2018,True
9756438,323001xxxxxx9343|09-2018,True
6012938,323001xxxxxx9343|09-2018,True
36202274,323001xxxxxx9413|08-2020,True
21016756,323001xxxxxx9413|08-2020,True
8950646,323001xxxxxx9430|10-2017,True
15364080,323001xxxxxx9430|10-2017,True
24990052,323001xxxxxx9849|05-2020,True
21754088,323001xxxxxx9849|05-2020,True
29971746,323001xxxxxx9920|02-2021,True
147056,323001xxxxxx9920|02-2021,True
71802284,323122xxxxxx8299|05-2022,True
24860044,323122xxxxxx8299|05-2022,True
6026090,323809xxxxxx0202|11-2018,True
2649090,323809xxxxxx0202|11-2018,True
8740214,323809xxxxxx0202|11-2018,True
1482358,323809xxxxxx0202|11-2018,True
81097486,323809xxxxxx1802|07-2020,True
9090320,323809xxxxxx1802|07-2020,True
17375820,323809xxxxxx1902|08-2019,True
43709884,323809xxxxxx1902|08-2019,True
29229282,323809xxxxxx1903|11-2017,True
26769038,323809xxxxxx1903|11-2017,True
29229282,323809xxxxxx1903|11-2020,True
26769038,323809xxxxxx1903|11-2020,True
11847568,323809xxxxxx3009|09-2019,True
2751374,323809xxxxxx3009|09-2019,True
21861964,323809xxxxxx3302|11-2018,True
3339586,323809xxxxxx3302|11-2018,True
6902052,323809xxxxxx3308|11-2019,True
51663136,323809xxxxxx3308|11-2019,True
12442628,323809xxxxxx4300|04-2020,True
7504220,323809xxxxxx4300|04-2020,True
8313822,323809xxxxxx4908|12-2019,True
4432708,323809xxxxxx4908|12-2019,True
58515396,323809xxxxxx4909|05-2019,True
71936740,323809xxxxxx4909|05-2019,True
18628288,323809xxxxxx8104|08-2019,True
30593426,323809xxxxxx8104|08-2019,True
15664306,323809xxxxxx8202|03-2020,True
4520996,323809xxxxxx8202|03-2020,True
62364098,323809xxxxxx8208|08-2018,True
29859292,323809xxxxxx8208|08-2018,True
78911920,323809xxxxxx8308|07-2019,True
57016542,323809xxxxxx8308|07-2019,True
13992342,323809xxxxxx9000|10-2019,True
6239752,323809xxxxxx9000|10-2019,True
72770834,323809xxxxxx9002|07-2018,True
5778284,323809xxxxxx9002|07-2018,True
15266046,323809xxxxxx9300|04-2020,True
50161592,323809xxxxxx9300|04-2020,True
31746858,323809xxxxxx9302|07-2019,True
35353946,323809xxxxxx9302|07-2019,True
59447138,323809xxxxxx9400|08-2020,True
81005352,323809xxxxxx9400|08-2020,True
32040128,323809xxxxxx9409|03-2019,True
1823352,323809xxxxxx9409|03-2019,True
40851608,323809xxxxxx9901|06-2019,True
38406560,323809xxxxxx9901|06-2019,True
7398768,324380xxxxxx1133|06-2020,True
48891332,324380xxxxxx1133|06-2020,True
91818974,324380xxxxxx2333|09-2020,True
8299830,324380xxxxxx2333|09-2020,True
1671934,324380xxxxxx2428|10-2020,True
4538994,324380xxxxxx2428|10-2020,True
58638162,324380xxxxxx2802|11-2020,True
61344396,324380xxxxxx2802|11-2020,True
34337326,324380xxxxxx2911|02-2018,True
87149578,324380xxxxxx2911|02-2018,True
5785124,324380xxxxxx2983|06-2020,True
9578560,324380xxxxxx2983|06-2020,True
15364080,324380xxxxxx3422|09-2020,True
8950646,324380xxxxxx3422|09-2020,True
34066440,324380xxxxxx3932|11-2020,True
4652452,324380xxxxxx3932|11-2020,True
41280982,324380xxxxxx3982|11-2021,True
32210378,324380xxxxxx3982|11-2021,True
32210378,324380xxxxxx3993|11-2021,True
41280982,324380xxxxxx3993|11-2021,True
16126296,324380xxxxxx4840|11-2020,True
17447198,324380xxxxxx4840|11-2020,True
21501708,324380xxxxxx4922|09-2019,True
5880618,324380xxxxxx4922|09-2019,True
13992342,324380xxxxxx9044|02-2019,True
6239752,324380xxxxxx9044|02-2019,True
11475868,324380xxxxxx9889|02-2021,True
21397628,324380xxxxxx9889|02-2021,True
71014972,324383xxxxxx2323|05-2019,True
63472580,324383xxxxxx2323|05-2019,True
8608396,324383xxxxxx2349|02-2019,True
30040384,324383xxxxxx2349|02-2019,True
8608396,324383xxxxxx3993|02-2019,True
30040384,324383xxxxxx3993|02-2019,True
78171344,324383xxxxxx8981|03-2019,True
72221850,324383xxxxxx8981|03-2019,True
22965754,324383xxxxxx9890|04-2019,True
80986700,324383xxxxxx9890|04-2019,True
95030772,324383xxxxxx9890|04-2019,True
5300810,324402xxxxxx9139|10-2017,True
56373128,324402xxxxxx9139|10-2017,True
18227808,324402xxxxxx9412|02-2018,True
30326058,324402xxxxxx9412|02-2018,True
19008702,328428xxxxxx8392|02-2020,True
81307014,328428xxxxxx8392|02-2020,True
13974166,329331xxxxxx0002|06-2021,True
18789254,329331xxxxxx0002|06-2021,True
17508314,329331xxxxxx1008|12-2020,True
56890942,329331xxxxxx1008|12-2020,True
73951238,329331xxxxxx9002|06-2021,True
25638036,329331xxxxxx9002|06-2021,True
38893452,329331xxxxxx9003|06-2020,True
63050950,329331xxxxxx9003|06-2020,True
883328,330929xxxxxx2909|09-2022,True
1462820,330929xxxxxx2909|09-2022,True
6000260,330929xxxxxx4212|01-2023,True
75485986,330929xxxxxx4212|01-2023,True
57385712,330929xxxxxx9909|12-2022,True
597170,330929xxxxxx9909|12-2022,True
47515966,330929xxxxxx9990|01-2023,True
58788838,330929xxxxxx9990|01-2023,True
19399732,331282xxxxxx1129|10-2019,True
73171014,331282xxxxxx1129|10-2019,True
103849186,331282xxxxxx1499|05-2021,True
62279848,331282xxxxxx1499|05-2021,True
17544926,331282xxxxxx2202|01-2021,True
59634094,331282xxxxxx2202|01-2021,True
40523488,331282xxxxxx3321|10-2018,True
78033772,331282xxxxxx3321|10-2018,True
39385878,331282xxxxxx3329|01-2020,True
18816378,331282xxxxxx3329|01-2020,True
37570830,331282xxxxxx3920|10-2020,True
17123052,331282xxxxxx3920|10-2020,True
8803334,331282xxxxxx3920|10-2020,True
6084946,331282xxxxxx4321|01-2020,True
20446456,331282xxxxxx4321|01-2020,True
18316264,331282xxxxxx8903|01-2021,True
53790128,331282xxxxxx8903|01-2021,True
40452100,331282xxxxxx9223|05-2020,True
3626734,331282xxxxxx9223|05-2020,True
21335188,331282xxxxxx9922|02-2019,True
45102990,331282xxxxxx9922|02-2019,True
32238436,332311xxxxxx1304|10-2021,True
26922114,332311xxxxxx1304|10-2021,True
90127658,332311xxxxxx1901|05-2020,True
33169078,332311xxxxxx1901|05-2020,True
40259208,332311xxxxxx2340|01-2020,True
40620458,332311xxxxxx2340|01-2020,True
2880362,332311xxxxxx2999|02-2025,True
7272758,332311xxxxxx2999|02-2025,True
41470748,332311xxxxxx3038|03-2026,True
12279036,332311xxxxxx3038|03-2026,True
5632228,332311xxxxxx3912|09-2025,True
17712746,332311xxxxxx3912|09-2025,True
23605814,332311xxxxxx8141|09-2026,True
